,fixture_id,fixture_date,fixture_timestamp,league_id,league_name,league_country,league_season,league_round,teams_home_id,teams_home_name,teams_away_id,teams_away_name
469,214405,2019-08-17 19:00:00+00:00,1566068400,141,Segunda Division,Spain,2019,1,728,Rayo Vallecano,799,Mirandes
470,214406,2019-08-17 19:00:00+00:00,1566068400,141,Segunda Division,Spain,2019,1,732,Zaragoza,719,Tenerife
471,214407,2019-08-18 16:00:00+00:00,1566144000,141,Segunda Division,Spain,2019,1,544,Deportivo La Coruna,718,Oviedo
472,214408,2019-08-18 16:00:00+00:00,1566144000,141,Segunda Division,Spain,2019,1,717,Numancia,711,Alcorcon
473,214409,2019-08-18 18:00:00+00:00,1566151200,141,Segunda Division,Spain,2019,1,724,Cadiz,4907,Ponferradina
474,214410,2019-08-18 18:00:00+00:00,1566151200,141,Segunda Division,Spain,2019,1,534,Las Palmas,726,Huesca
475,214411,2019-08-18 16:30:00+00:00,1566145800,141,Segunda Division,Spain,2019,1,547,Girona,731,Sporting Gijon
476,214412,2019-08-17 18:00:00+00:00,1566064800,141,Segunda Division,Spain,2019,1,797,Elche,4906,Fuenlabrada
477,214413,2019-08-23 20:00:00+00:00,1566590400,141,Segunda Division,Spain,2019,2,722,Albacete,547,Girona
478,214414,2019-08-24 16:00:00+00:00,1566662400,141,Segunda Division,Spain,2019,2,718,Oviedo,716,Lugo
479,214415,2019-08-24 16:00:00+00:00,1566662400,141,Segunda Division,Spain,2019,2,4665,Racing Santander,723,Almeria
480,214416,2019-08-24 17:00:00+00:00,1566666000,141,Segunda Division,Spain,2019,2,799,Mirandes,724,Cadiz
481,214417,2019-08-24 18:00:00+00:00,1566669600,141,Segunda Division,Spain,2019,2,711,Alcorcon,797,Elche
482,214418,2019-08-24 19:00:00+00:00,1566673200,141,Segunda Division,Spain,2019,2,535,Malaga,534,Las Palmas
483,214419,2019-08-25 16:00:00+00:00,1566748800,141,Segunda Division,Spain,2019,2,4907,Ponferradina,732,Zaragoza
484,214420,2019-08-25 16:00:00+00:00,1566748800,141,Segunda Division,Spain,2019,2,731,Sporting Gijon,728,Rayo Vallecano
485,214421,2019-08-25 17:00:00+00:00,1566752400,141,Segunda Division,Spain,2019,2,726,Huesca,544,Deportivo La Coruna
486,214422,2019-08-25 18:00:00+00:00,1566756000,141,Segunda Division,Spain,2019,2,719,Tenerife,717,Numancia
487,214423,2019-08-25 19:00:00+00:00,1566759600,141,Segunda Division,Spain,2019,2,860,Extremadura,4906,Fuenlabrada
488,214424,2019-08-31 16:00:00+00:00,1567267200,141,Segunda Division,Spain,2019,3,4906,Fuenlabrada,718,Oviedo
489,214425,2019-08-31 18:00:00+00:00,1567274400,141,Segunda Division,Spain,2019,3,723,Almeria,726,Huesca
490,214426,2019-08-30 19:00:00+00:00,1567191600,141,Segunda Division,Spain,2019,3,732,Zaragoza,797,Elche
491,214427,2019-08-31 19:00:00+00:00,1567278000,141,Segunda Division,Spain,2019,3,534,Las Palmas,4665,Racing Santander
492,214428,2019-08-31 16:00:00+00:00,1567267200,141,Segunda Division,Spain,2019,3,717,Numancia,799,Mirandes
493,214429,2019-09-01 16:00:00+00:00,1567353600,141,Segunda Division,Spain,2019,3,716,Lugo,711,Alcorcon
494,214430,2019-09-01 16:00:00+00:00,1567353600,141,Segunda Division,Spain,2019,3,728,Rayo Vallecano,544,Deportivo La Coruna
495,214431,2019-09-01 16:00:00+00:00,1567353600,141,Segunda Division,Spain,2019,3,731,Sporting Gijon,722,Albacete
496,214432,2019-09-01 19:00:00+00:00,1567364400,141,Segunda Division,Spain,2019,3,724,Cadiz,860,Extremadura
497,214433,2019-09-01 18:00:00+00:00,1567360800,141,Segunda Division,Spain,2019,3,4907,Ponferradina,719,Tenerife
498,214434,2019-09-01 17:00:00+00:00,1567357200,141,Segunda Division,Spain,2019,3,547,Girona,535,Malaga
499,214435,2019-09-08 16:30:00+00:00,1567960200,141,Segunda Division,Spain,2019,4,711,Alcorcon,732,Zaragoza
500,214436,2019-09-07 14:00:00+00:00,1567864800,141,Segunda Division,Spain,2019,4,544,Deportivo La Coruna,722,Albacete
501,214437,2019-09-08 16:00:00+00:00,1567958400,141,Segunda Division,Spain,2019,4,797,Elche,716,Lugo
502,214438,2019-09-07 18:00:00+00:00,1567879200,141,Segunda Division,Spain,2019,4,860,Extremadura,717,Numancia
503,214439,2019-09-07 18:00:00+00:00,1567879200,141,Segunda Division,Spain,2019,4,4906,Fuenlabrada,4907,Ponferradina
504,214440,2019-09-08 14:00:00+00:00,1567951200,141,Segunda Division,Spain,2019,4,547,Girona,728,Rayo Vallecano
505,214441,2019-09-08 10:00:00+00:00,1567936800,141,Segunda Division,Spain,2019,4,726,Huesca,731,Sporting Gijon
506,214442,2019-09-08 16:00:00+00:00,1567958400,141,Segunda Division,Spain,2019,4,799,Mirandes,718,Oviedo
507,214443,2019-09-07 16:00:00+00:00,1567872000,141,Segunda Division,Spain,2019,4,535,Malaga,723,Almeria
508,214444,2019-09-06 19:00:00+00:00,1567796400,141,Segunda Division,Spain,2019,4,4665,Racing Santander,724,Cadiz
509,214445,2019-09-07 19:00:00+00:00,1567882800,141,Segunda Division,Spain,2019,4,719,Tenerife,534,Las Palmas
510,214446,2019-09-15 10:00:00+00:00,1568541600,141,Segunda Division,Spain,2019,5,722,Albacete,719,Tenerife
511,214447,2019-09-14 18:30:00+00:00,1568485800,141,Segunda Division,Spain,2019,5,724,Cadiz,547,Girona
512,214448,2019-09-14 16:30:00+00:00,1568478600,141,Segunda Division,Spain,2019,5,534,Las Palmas,723,Almeria
513,214449,2019-09-15 18:00:00+00:00,1568570400,141,Segunda Division,Spain,2019,5,716,Lugo,4906,Fuenlabrada
514,214450,2019-09-14 14:00:00+00:00,1568469600,141,Segunda Division,Spain,2019,5,799,Mirandes,535,Malaga
515,214451,2019-09-14 14:00:00+00:00,1568469600,141,Segunda Division,Spain,2019,5,717,Numancia,726,Huesca
516,214452,2019-09-14 18:30:00+00:00,1568485800,141,Segunda Division,Spain,2019,5,4907,Ponferradina,711,Alcorcon
517,214453,2019-09-15 14:00:00+00:00,1568556000,141,Segunda Division,Spain,2019,5,718,Oviedo,797,Elche
518,214454,2019-09-13 19:00:00+00:00,1568401200,141,Segunda Division,Spain,2019,5,728,Rayo Vallecano,4665,Racing Santander
519,214455,2019-09-15 19:00:00+00:00,1568574000,141,Segunda Division,Spain,2019,5,731,Sporting Gijon,544,Deportivo La Coruna
520,214456,2019-09-15 16:00:00+00:00,1568563200,141,Segunda Division,Spain,2019,5,732,Zaragoza,860,Extremadura
521,214457,2019-09-17 19:00:00+00:00,1568746800,141,Segunda Division,Spain,2019,6,711,Alcorcon,724,Cadiz
522,214458,2019-09-17 17:00:00+00:00,1568739600,141,Segunda Division,Spain,2019,6,723,Almeria,547,Girona
523,214459,2019-09-18 19:00:00+00:00,1568833200,141,Segunda Division,Spain,2019,6,544,Deportivo La Coruna,717,Numancia
524,214460,2019-09-19 17:00:00+00:00,1568912400,141,Segunda Division,Spain,2019,6,797,Elche,719,Tenerife
525,214461,2019-10-16 19:00:00+00:00,1571252400,141,Segunda Division,Spain,2019,6,4906,Fuenlabrada,732,Zaragoza
526,214462,2019-09-18 17:00:00+00:00,1568826000,141,Segunda Division,Spain,2019,6,726,Huesca,722,Albacete
527,214463,2019-09-19 20:00:00+00:00,1568923200,141,Segunda Division,Spain,2019,6,534,Las Palmas,731,Sporting Gijon
528,214464,2019-09-18 17:00:00+00:00,1568826000,141,Segunda Division,Spain,2019,6,716,Lugo,4907,Ponferradina
529,214465,2019-09-17 17:00:00+00:00,1568739600,141,Segunda Division,Spain,2019,6,535,Malaga,728,Rayo Vallecano
530,214466,2019-09-19 17:00:00+00:00,1568912400,141,Segunda Division,Spain,2019,6,718,Oviedo,860,Extremadura
531,214467,2019-09-17 17:00:00+00:00,1568739600,141,Segunda Division,Spain,2019,6,4665,Racing Santander,799,Mirandes
532,214468,2019-09-21 18:30:00+00:00,1569090600,141,Segunda Division,Spain,2019,7,722,Albacete,535,Malaga
533,214469,2019-09-21 14:00:00+00:00,1569074400,141,Segunda Division,Spain,2019,7,724,Cadiz,544,Deportivo La Coruna
534,214470,2019-09-22 18:00:00+00:00,1569175200,141,Segunda Division,Spain,2019,7,860,Extremadura,726,Huesca
535,214471,2019-09-22 14:00:00+00:00,1569160800,141,Segunda Division,Spain,2019,7,547,Girona,534,Las Palmas
536,214472,2019-09-20 19:00:00+00:00,1569006000,141,Segunda Division,Spain,2019,7,799,Mirandes,711,Alcorcon
537,214473,2019-09-22 16:00:00+00:00,1569168000,141,Segunda Division,Spain,2019,7,717,Numancia,797,Elche
538,214474,2019-09-22 10:00:00+00:00,1569146400,141,Segunda Division,Spain,2019,7,4907,Ponferradina,718,Oviedo
539,214475,2019-09-21 18:00:00+00:00,1569088800,141,Segunda Division,Spain,2019,7,728,Rayo Vallecano,723,Almeria
540,214476,2019-09-22 18:00:00+00:00,1569175200,141,Segunda Division,Spain,2019,7,719,Tenerife,4906,Fuenlabrada
541,214477,2019-09-22 16:00:00+00:00,1569168000,141,Segunda Division,Spain,2019,7,731,Sporting Gijon,4665,Racing Santander
542,214478,2019-09-21 16:00:00+00:00,1569081600,141,Segunda Division,Spain,2019,7,732,Zaragoza,716,Lugo
543,214479,2019-09-28 16:00:00+00:00,1569686400,141,Segunda Division,Spain,2019,8,711,Alcorcon,860,Extremadura
544,214480,2019-09-29 14:00:00+00:00,1569765600,141,Segunda Division,Spain,2019,8,723,Almeria,724,Cadiz
545,214481,2019-09-29 19:00:00+00:00,1569783600,141,Segunda Division,Spain,2019,8,544,Deportivo La Coruna,799,Mirandes
546,214482,2019-09-28 18:00:00+00:00,1569693600,141,Segunda Division,Spain,2019,8,797,Elche,4907,Ponferradina
547,214483,2019-09-28 14:00:00+00:00,1569679200,141,Segunda Division,Spain,2019,8,4906,Fuenlabrada,728,Rayo Vallecano
548,214484,2019-09-28 16:00:00+00:00,1569686400,141,Segunda Division,Spain,2019,8,726,Huesca,547,Girona
549,214485,2019-09-27 19:00:00+00:00,1569610800,141,Segunda Division,Spain,2019,8,534,Las Palmas,722,Albacete
550,214486,2019-09-29 19:00:00+00:00,1569783600,141,Segunda Division,Spain,2019,8,716,Lugo,719,Tenerife
551,214487,2019-09-29 10:00:00+00:00,1569751200,141,Segunda Division,Spain,2019,8,535,Malaga,731,Sporting Gijon
552,214488,2019-09-29 16:30:00+00:00,1569774600,141,Segunda Division,Spain,2019,8,718,Oviedo,732,Zaragoza
553,214489,2019-09-28 18:00:00+00:00,1569693600,141,Segunda Division,Spain,2019,8,4665,Racing Santander,717,Numancia
554,214490,2019-10-01 17:00:00+00:00,1569949200,141,Segunda Division,Spain,2019,9,722,Albacete,4665,Racing Santander
555,214491,2019-10-02 17:00:00+00:00,1570035600,141,Segunda Division,Spain,2019,9,724,Cadiz,726,Huesca
556,214492,2019-10-01 17:00:00+00:00,1569949200,141,Segunda Division,Spain,2019,9,860,Extremadura,797,Elche
557,214493,2019-10-03 19:00:00+00:00,1570129200,141,Segunda Division,Spain,2019,9,547,Girona,544,Deportivo La Coruna
558,214494,2019-10-02 17:00:00+00:00,1570035600,141,Segunda Division,Spain,2019,9,799,Mirandes,716,Lugo
559,214495,2019-10-01 17:00:00+00:00,1569949200,141,Segunda Division,Spain,2019,9,717,Numancia,4906,Fuenlabrada
560,214496,2019-10-02 19:00:00+00:00,1570042800,141,Segunda Division,Spain,2019,9,4907,Ponferradina,534,Las Palmas
561,214497,2019-10-01 19:00:00+00:00,1569956400,141,Segunda Division,Spain,2019,9,728,Rayo Vallecano,711,Alcorcon
562,214498,2019-10-02 19:00:00+00:00,1570042800,141,Segunda Division,Spain,2019,9,719,Tenerife,718,Oviedo
563,214499,2019-10-03 17:00:00+00:00,1570122000,141,Segunda Division,Spain,2019,9,731,Sporting Gijon,723,Almeria
564,214500,2019-10-03 17:00:00+00:00,1570122000,141,Segunda Division,Spain,2019,9,732,Zaragoza,535,Malaga
565,214501,2019-10-04 19:00:00+00:00,1570215600,141,Segunda Division,Spain,2019,10,711,Alcorcon,722,Albacete
566,214502,2019-10-06 16:30:00+00:00,1570379400,141,Segunda Division,Spain,2019,10,544,Deportivo La Coruna,723,Almeria
567,214503,2019-10-05 16:00:00+00:00,1570291200,141,Segunda Division,Spain,2019,10,797,Elche,728,Rayo Vallecano
568,214504,2019-10-06 10:00:00+00:00,1570356000,141,Segunda Division,Spain,2019,10,4906,Fuenlabrada,731,Sporting Gijon
569,214505,2019-10-06 18:00:00+00:00,1570384800,141,Segunda Division,Spain,2019,10,726,Huesca,535,Malaga
570,214506,2019-10-05 14:00:00+00:00,1570284000,141,Segunda Division,Spain,2019,10,716,Lugo,534,Las Palmas
571,214507,2019-10-05 18:00:00+00:00,1570298400,141,Segunda Division,Spain,2019,10,4907,Ponferradina,799,Mirandes
572,214508,2019-10-06 14:00:00+00:00,1570370400,141,Segunda Division,Spain,2019,10,718,Oviedo,717,Numancia
573,214509,2019-10-06 18:30:00+00:00,1570386600,141,Segunda Division,Spain,2019,10,4665,Racing Santander,547,Girona
574,214510,2019-10-05 18:30:00+00:00,1570300200,141,Segunda Division,Spain,2019,10,719,Tenerife,860,Extremadura
575,214511,2019-10-06 14:00:00+00:00,1570370400,141,Segunda Division,Spain,2019,10,732,Zaragoza,724,Cadiz
576,214512,2019-10-13 16:00:00+00:00,1570982400,141,Segunda Division,Spain,2019,11,722,Albacete,718,Oviedo
577,214513,2019-10-12 14:00:00+00:00,1570888800,141,Segunda Division,Spain,2019,11,723,Almeria,716,Lugo
578,214514,2019-10-12 16:00:00+00:00,1570896000,141,Segunda Division,Spain,2019,11,860,Extremadura,4907,Ponferradina
579,214515,2019-10-12 10:00:00+00:00,1570874400,141,Segunda Division,Spain,2019,11,547,Girona,797,Elche
580,214516,2019-10-13 16:00:00+00:00,1570982400,141,Segunda Division,Spain,2019,11,726,Huesca,4665,Racing Santander
581,214517,2019-10-13 19:00:00+00:00,1570993200,141,Segunda Division,Spain,2019,11,534,Las Palmas,544,Deportivo La Coruna
582,214518,2019-10-13 10:00:00+00:00,1570960800,141,Segunda Division,Spain,2019,11,799,Mirandes,4906,Fuenlabrada
583,214519,2019-10-12 16:00:00+00:00,1570896000,141,Segunda Division,Spain,2019,11,535,Malaga,724,Cadiz
584,214520,2019-10-13 14:00:00+00:00,1570975200,141,Segunda Division,Spain,2019,11,717,Numancia,732,Zaragoza
585,214521,2019-10-11 19:00:00+00:00,1570820400,141,Segunda Division,Spain,2019,11,728,Rayo Vallecano,719,Tenerife
586,214522,2019-10-12 14:00:00+00:00,1570888800,141,Segunda Division,Spain,2019,11,731,Sporting Gijon,711,Alcorcon
587,214523,2019-10-19 14:00:00+00:00,1571493600,141,Segunda Division,Spain,2019,12,711,Alcorcon,723,Almeria
588,214524,2019-10-18 19:00:00+00:00,1571425200,141,Segunda Division,Spain,2019,12,724,Cadiz,534,Las Palmas
589,214525,2019-10-20 14:00:00+00:00,1571580000,141,Segunda Division,Spain,2019,12,544,Deportivo La Coruna,535,Malaga
590,214526,2019-10-19 16:00:00+00:00,1571500800,141,Segunda Division,Spain,2019,12,797,Elche,731,Sporting Gijon
591,214527,2019-10-19 18:00:00+00:00,1571508000,141,Segunda Division,Spain,2019,12,860,Extremadura,728,Rayo Vallecano
592,214528,2019-10-20 10:00:00+00:00,1571565600,141,Segunda Division,Spain,2019,12,4906,Fuenlabrada,722,Albacete
593,214529,2019-10-19 16:00:00+00:00,1571500800,141,Segunda Division,Spain,2019,12,716,Lugo,726,Huesca
594,214530,2019-10-19 14:00:00+00:00,1571493600,141,Segunda Division,Spain,2019,12,4907,Ponferradina,717,Numancia
595,214531,2019-10-20 16:00:00+00:00,1571587200,141,Segunda Division,Spain,2019,12,718,Oviedo,547,Girona
596,214532,2019-10-20 16:00:00+00:00,1571587200,141,Segunda Division,Spain,2019,12,719,Tenerife,4665,Racing Santander
597,214533,2019-10-20 19:00:00+00:00,1571598000,141,Segunda Division,Spain,2019,12,732,Zaragoza,799,Mirandes
598,214534,2019-10-25 19:00:00+00:00,1572030000,141,Segunda Division,Spain,2019,13,722,Albacete,724,Cadiz
599,214535,2019-10-27 19:00:00+00:00,1572202800,141,Segunda Division,Spain,2019,13,723,Almeria,860,Extremadura
600,214536,2019-10-27 10:00:00+00:00,1572170400,141,Segunda Division,Spain,2019,13,547,Girona,711,Alcorcon
601,214537,2019-10-27 16:00:00+00:00,1572192000,141,Segunda Division,Spain,2019,13,726,Huesca,797,Elche
602,214538,2019-10-27 16:00:00+00:00,1572192000,141,Segunda Division,Spain,2019,13,534,Las Palmas,4906,Fuenlabrada
603,214539,2019-10-26 16:00:00+00:00,1572105600,141,Segunda Division,Spain,2019,13,799,Mirandes,719,Tenerife
604,214540,2019-10-26 18:00:00+00:00,1572112800,141,Segunda Division,Spain,2019,13,535,Malaga,718,Oviedo
605,214541,2019-10-26 18:00:00+00:00,1572112800,141,Segunda Division,Spain,2019,13,717,Numancia,716,Lugo
606,214542,2019-10-26 16:00:00+00:00,1572105600,141,Segunda Division,Spain,2019,13,4665,Racing Santander,544,Deportivo La Coruna
607,214543,2019-10-26 14:00:00+00:00,1572098400,141,Segunda Division,Spain,2019,13,728,Rayo Vallecano,4907,Ponferradina
608,214544,2019-10-27 14:00:00+00:00,1572184800,141,Segunda Division,Spain,2019,13,731,Sporting Gijon,732,Zaragoza
609,214545,2019-11-02 17:00:00+00:00,1572714000,141,Segunda Division,Spain,2019,14,711,Alcorcon,4665,Racing Santander
610,214546,2019-11-01 15:00:00+00:00,1572620400,141,Segunda Division,Spain,2019,14,724,Cadiz,731,Sporting Gijon
611,214547,2019-11-03 19:00:00+00:00,1572807600,141,Segunda Division,Spain,2019,14,797,Elche,799,Mirandes
612,214548,2019-11-03 11:00:00+00:00,1572778800,141,Segunda Division,Spain,2019,14,860,Extremadura,547,Girona
613,214549,2019-11-02 15:00:00+00:00,1572706800,141,Segunda Division,Spain,2019,14,4906,Fuenlabrada,544,Deportivo La Coruna
614,214550,2019-11-03 15:00:00+00:00,1572793200,141,Segunda Division,Spain,2019,14,716,Lugo,728,Rayo Vallecano
615,214551,2019-11-01 11:00:00+00:00,1572606000,141,Segunda Division,Spain,2019,14,717,Numancia,722,Albacete
616,214552,2019-11-01 17:30:00+00:00,1572629400,141,Segunda Division,Spain,2019,14,4907,Ponferradina,535,Malaga
617,214553,2019-11-01 20:00:00+00:00,1572638400,141,Segunda Division,Spain,2019,14,718,Oviedo,723,Almeria
618,214554,2019-11-02 19:00:00+00:00,1572721200,141,Segunda Division,Spain,2019,14,719,Tenerife,726,Huesca
619,214555,2019-11-03 17:30:00+00:00,1572802200,141,Segunda Division,Spain,2019,14,732,Zaragoza,534,Las Palmas
620,214556,2019-11-09 17:00:00+00:00,1573318800,141,Segunda Division,Spain,2019,15,722,Albacete,716,Lugo
621,214557,2019-11-10 15:00:00+00:00,1573398000,141,Segunda Division,Spain,2019,15,723,Almeria,732,Zaragoza
622,214558,2019-11-10 11:00:00+00:00,1573383600,141,Segunda Division,Spain,2019,15,544,Deportivo La Coruna,797,Elche
623,214559,2019-11-08 20:00:00+00:00,1573243200,141,Segunda Division,Spain,2019,15,547,Girona,719,Tenerife
624,214560,2019-11-09 15:00:00+00:00,1573311600,141,Segunda Division,Spain,2019,15,726,Huesca,718,Oviedo
625,214561,2019-11-09 19:00:00+00:00,1573326000,141,Segunda Division,Spain,2019,15,534,Las Palmas,711,Alcorcon
626,214562,2019-11-09 15:00:00+00:00,1573311600,141,Segunda Division,Spain,2019,15,799,Mirandes,860,Extremadura
627,214563,2019-11-10 17:00:00+00:00,1573405200,141,Segunda Division,Spain,2019,15,535,Malaga,4906,Fuenlabrada
628,214564,2019-11-10 17:00:00+00:00,1573405200,141,Segunda Division,Spain,2019,15,4665,Racing Santander,4907,Ponferradina
629,214565,2019-11-10 20:00:00+00:00,1573416000,141,Segunda Division,Spain,2019,15,728,Rayo Vallecano,724,Cadiz
630,214566,2019-11-09 17:00:00+00:00,1573318800,141,Segunda Division,Spain,2019,15,731,Sporting Gijon,717,Numancia
631,214567,2019-11-17 13:00:00+00:00,1573995600,141,Segunda Division,Spain,2019,16,711,Alcorcon,535,Malaga
632,214568,2019-11-16 17:30:00+00:00,1573925400,141,Segunda Division,Spain,2019,16,797,Elche,723,Almeria
633,214569,2019-11-16 15:00:00+00:00,1573916400,141,Segunda Division,Spain,2019,16,860,Extremadura,544,Deportivo La Coruna
634,214570,2019-11-16 12:00:00+00:00,1573905600,141,Segunda Division,Spain,2019,16,4906,Fuenlabrada,726,Huesca
635,214571,2019-11-17 17:30:00+00:00,1574011800,141,Segunda Division,Spain,2019,16,716,Lugo,4665,Racing Santander
636,214572,2019-11-17 17:30:00+00:00,1574011800,141,Segunda Division,Spain,2019,16,799,Mirandes,534,Las Palmas
637,214573,2019-11-16 17:30:00+00:00,1573925400,141,Segunda Division,Spain,2019,16,717,Numancia,728,Rayo Vallecano
638,214574,2019-11-17 11:00:00+00:00,1573988400,141,Segunda Division,Spain,2019,16,4907,Ponferradina,547,Girona
639,214575,2019-11-17 15:00:00+00:00,1574002800,141,Segunda Division,Spain,2019,16,718,Oviedo,731,Sporting Gijon
640,214576,2019-11-17 20:00:00+00:00,1574020800,141,Segunda Division,Spain,2019,16,719,Tenerife,724,Cadiz
641,214577,2019-11-16 20:00:00+00:00,1573934400,141,Segunda Division,Spain,2019,16,732,Zaragoza,722,Albacete
642,214578,2019-11-24 15:00:00+00:00,1574607600,141,Segunda Division,Spain,2019,17,722,Albacete,799,Mirandes
643,214579,2019-11-24 11:00:00+00:00,1574593200,141,Segunda Division,Spain,2019,17,723,Almeria,717,Numancia
644,214580,2019-11-24 20:00:00+00:00,1574625600,141,Segunda Division,Spain,2019,17,724,Cadiz,716,Lugo
645,214581,2019-11-23 17:00:00+00:00,1574528400,141,Segunda Division,Spain,2019,17,544,Deportivo La Coruna,711,Alcorcon
646,214582,2019-11-24 17:00:00+00:00,1574614800,141,Segunda Division,Spain,2019,17,547,Girona,4906,Fuenlabrada
647,214583,2019-11-23 19:00:00+00:00,1574535600,141,Segunda Division,Spain,2019,17,726,Huesca,4907,Ponferradina
648,214584,2019-11-24 17:00:00+00:00,1574614800,141,Segunda Division,Spain,2019,17,534,Las Palmas,718,Oviedo
649,214585,2019-11-24 15:00:00+00:00,1574607600,141,Segunda Division,Spain,2019,17,535,Malaga,797,Elche
650,214586,2019-11-23 17:00:00+00:00,1574528400,141,Segunda Division,Spain,2019,17,4665,Racing Santander,860,Extremadura
651,214587,2019-11-23 15:00:00+00:00,1574521200,141,Segunda Division,Spain,2019,17,728,Rayo Vallecano,732,Zaragoza
652,214588,2019-11-22 20:00:00+00:00,1574452800,141,Segunda Division,Spain,2019,17,731,Sporting Gijon,719,Tenerife
653,214589,2019-11-30 15:00:00+00:00,1575126000,141,Segunda Division,Spain,2019,18,711,Alcorcon,726,Huesca
654,214590,2019-12-01 17:00:00+00:00,1575219600,141,Segunda Division,Spain,2019,18,797,Elche,4665,Racing Santander
655,214591,2019-12-01 19:00:00+00:00,1575226800,141,Segunda Division,Spain,2019,18,860,Extremadura,534,Las Palmas
656,214592,2019-12-01 11:00:00+00:00,1575198000,141,Segunda Division,Spain,2019,18,4906,Fuenlabrada,724,Cadiz
657,214593,2019-12-01 17:00:00+00:00,1575219600,141,Segunda Division,Spain,2019,18,716,Lugo,544,Deportivo La Coruna
658,214594,2019-11-30 15:00:00+00:00,1575126000,141,Segunda Division,Spain,2019,18,799,Mirandes,731,Sporting Gijon
659,214595,2019-11-29 20:00:00+00:00,1575057600,141,Segunda Division,Spain,2019,18,717,Numancia,535,Malaga
660,214596,2019-11-30 17:00:00+00:00,1575133200,141,Segunda Division,Spain,2019,18,4907,Ponferradina,722,Albacete
661,214597,2019-12-01 15:00:00+00:00,1575212400,141,Segunda Division,Spain,2019,18,718,Oviedo,728,Rayo Vallecano
662,214598,2019-11-30 17:00:00+00:00,1575133200,141,Segunda Division,Spain,2019,18,719,Tenerife,723,Almeria
663,214599,2019-11-30 20:00:00+00:00,1575144000,141,Segunda Division,Spain,2019,18,732,Zaragoza,547,Girona
664,214600,2019-12-06 11:00:00+00:00,1575630000,141,Segunda Division,Spain,2019,19,722,Albacete,860,Extremadura
665,214601,2019-12-06 17:30:00+00:00,1575653400,141,Segunda Division,Spain,2019,19,711,Alcorcon,718,Oviedo
666,214602,2019-12-07 19:00:00+00:00,1575745200,141,Segunda Division,Spain,2019,19,723,Almeria,799,Mirandes
667,214603,2019-12-08 20:00:00+00:00,1575835200,141,Segunda Division,Spain,2019,19,724,Cadiz,797,Elche
668,214604,2019-12-08 15:00:00+00:00,1575817200,141,Segunda Division,Spain,2019,19,544,Deportivo La Coruna,732,Zaragoza
669,214605,2019-12-08 11:00:00+00:00,1575802800,141,Segunda Division,Spain,2019,19,547,Girona,716,Lugo
670,214606,2019-12-07 15:00:00+00:00,1575730800,141,Segunda Division,Spain,2019,19,726,Huesca,728,Rayo Vallecano
671,214607,2019-12-08 17:00:00+00:00,1575824400,141,Segunda Division,Spain,2019,19,534,Las Palmas,717,Numancia
672,214608,2019-12-06 20:00:00+00:00,1575662400,141,Segunda Division,Spain,2019,19,535,Malaga,719,Tenerife
673,214609,2019-12-06 15:00:00+00:00,1575644400,141,Segunda Division,Spain,2019,19,4665,Racing Santander,4906,Fuenlabrada
674,214610,2019-12-07 17:00:00+00:00,1575738000,141,Segunda Division,Spain,2019,19,731,Sporting Gijon,4907,Ponferradina
675,214611,2019-12-15 17:00:00+00:00,1576429200,141,Segunda Division,Spain,2019,20,797,Elche,534,Las Palmas
676,214612,2019-12-15 11:00:00+00:00,1576407600,141,Segunda Division,Spain,2019,20,860,Extremadura,535,Malaga
677,214613,2019-12-15 19:00:00+00:00,1576436400,141,Segunda Division,Spain,2019,20,4906,Fuenlabrada,723,Almeria
678,214614,2019-12-15 17:00:00+00:00,1576429200,141,Segunda Division,Spain,2019,20,716,Lugo,731,Sporting Gijon
679,214615,2019-12-14 15:00:00+00:00,1576335600,141,Segunda Division,Spain,2019,20,799,Mirandes,726,Huesca
680,214616,2019-12-13 20:00:00+00:00,1576267200,141,Segunda Division,Spain,2019,20,717,Numancia,547,Girona
681,214617,2019-12-14 17:00:00+00:00,1576342800,141,Segunda Division,Spain,2019,20,4907,Ponferradina,544,Deportivo La Coruna
682,214618,2019-12-15 15:00:00+00:00,1576422000,141,Segunda Division,Spain,2019,20,718,Oviedo,724,Cadiz
683,214619,2020-06-10 18:00:00+00:00,1591812000,141,Segunda Division,Spain,2019,20,728,Rayo Vallecano,722,Albacete
684,214620,2019-12-14 17:00:00+00:00,1576342800,141,Segunda Division,Spain,2019,20,719,Tenerife,711,Alcorcon
685,214621,2019-12-14 20:00:00+00:00,1576353600,141,Segunda Division,Spain,2019,20,732,Zaragoza,4665,Racing Santander
686,214622,2019-12-21 15:00:00+00:00,1576940400,141,Segunda Division,Spain,2019,21,722,Albacete,797,Elche
687,214623,2019-12-22 17:00:00+00:00,1577034000,141,Segunda Division,Spain,2019,21,711,Alcorcon,4906,Fuenlabrada
688,214624,2019-12-22 11:00:00+00:00,1577012400,141,Segunda Division,Spain,2019,21,723,Almeria,4907,Ponferradina
689,214625,2019-12-21 20:00:00+00:00,1576958400,141,Segunda Division,Spain,2019,21,724,Cadiz,717,Numancia
690,214626,2019-12-20 20:00:00+00:00,1576872000,141,Segunda Division,Spain,2019,21,544,Deportivo La Coruna,719,Tenerife
691,214627,2019-12-22 19:00:00+00:00,1577041200,141,Segunda Division,Spain,2019,21,547,Girona,799,Mirandes
