index,Team,MP,W,D,L,GF,GA,GD,Pts,season,round,league_id
6,718,14,5,3,6,15,18,-3,18,2018,28,141
7,723,14,4,5,5,14,16,-2,17,2018,28,141
8,732,14,4,4,6,18,19,-1,16,2018,28,141
9,727,14,4,4,6,14,19,-5,16,2018,28,141
10,731,14,3,5,6,12,13,-1,14,2018,28,141
11,860,14,2,7,5,16,18,-2,13,2018,28,141
12,729,13,4,1,8,8,15,-7,13,2018,28,141
13,798,14,2,6,6,11,17,-6,12,2018,28,141
14,711,14,3,3,8,12,19,-7,12,2018,28,141
15,797,14,2,6,6,15,24,-9,12,2018,28,141
16,534,14,2,6,6,10,22,-12,12,2018,28,141
17,717,14,1,8,5,12,19,-7,11,2018,28,141
18,861,14,3,2,9,13,22,-9,11,2018,28,141
19,716,14,1,6,7,7,16,-9,9,2018,28,141
20,719,14,1,6,7,8,19,-11,9,2018,28,141
21,713,14,1,3,10,11,28,-17,6,2018,28,141
22,714,15,1,3,11,4,24,-20,6,2018,28,141
1,715,14,7,4,3,18,10,8,25,2018,29,141
2,722,15,6,4,5,16,14,2,22,2018,29,141
3,535,14,5,5,4,13,12,1,20,2018,29,141
4,544,14,4,7,3,13,13,0,19,2018,29,141
5,727,15,5,4,6,16,20,-4,19,2018,29,141
6,724,15,5,3,7,16,17,-1,18,2018,29,141
7,718,15,5,3,7,15,19,-4,18,2018,29,141
8,723,15,4,5,6,14,17,-3,17,2018,29,141
9,732,15,4,4,7,18,20,-2,16,2018,29,141
10,534,15,3,6,6,11,22,-11,15,2018,29,141
11,731,14,3,5,6,12,13,-1,14,2018,29,141
12,860,14,2,7,5,16,18,-2,13,2018,29,141
13,729,14,4,1,9,8,16,-8,13,2018,29,141
14,798,14,2,6,6,11,17,-6,12,2018,29,141
15,717,15,1,9,5,13,20,-7,12,2018,29,141
16,711,15,3,3,9,12,21,-9,12,2018,29,141
17,797,14,2,6,6,15,24,-9,12,2018,29,141
18,861,14,3,2,9,13,22,-9,11,2018,29,141
19,716,14,1,6,7,7,16,-9,9,2018,29,141
20,719,14,1,6,7,8,19,-11,9,2018,29,141
21,713,15,1,3,11,11,31,-20,6,2018,29,141
22,714,15,1,3,11,4,24,-20,6,2018,29,141
1,715,15,7,5,3,18,10,8,26,2018,30,141
2,722,15,6,4,5,16,14,2,22,2018,30,141
3,544,15,5,7,3,14,13,1,22,2018,30,141
4,535,15,5,6,4,14,13,1,21,2018,30,141
5,727,15,5,4,6,16,20,-4,19,2018,30,141
6,724,15,5,3,7,16,17,-1,18,2018,30,141
7,718,15,5,3,7,15,19,-4,18,2018,30,141
8,731,15,4,5,6,14,14,0,17,2018,30,141
9,723,15,4,5,6,14,17,-3,17,2018,30,141
10,732,15,4,4,7,18,20,-2,16,2018,30,141
11,798,15,3,6,6,13,18,-5,15,2018,30,141
12,534,15,3,6,6,11,22,-11,15,2018,30,141
13,860,15,2,7,6,16,19,-3,13,2018,30,141
14,729,14,4,1,9,8,16,-8,13,2018,30,141
15,717,15,1,9,5,13,20,-7,12,2018,30,141
16,711,15,3,3,9,12,21,-9,12,2018,30,141
17,797,15,2,6,7,15,25,-10,12,2018,30,141
18,861,15,3,2,10,13,25,-12,11,2018,30,141
19,716,15,1,7,7,8,17,-9,10,2018,30,141
20,719,15,1,7,7,9,20,-11,10,2018,30,141
21,713,15,1,3,11,11,31,-20,6,2018,30,141
22,714,16,1,3,12,4,26,-22,6,2018,30,141
1,715,15,7,5,3,18,10,8,26,2018,31,141
2,722,16,7,4,5,19,14,5,25,2018,31,141
3,535,16,6,6,4,15,13,2,24,2018,31,141
4,544,15,5,7,3,14,13,1,22,2018,31,141
5,727,16,5,4,7,18,23,-5,19,2018,31,141
6,724,15,5,3,7,16,17,-1,18,2018,31,141
7,723,16,4,6,6,14,17,-3,18,2018,31,141
8,718,16,5,3,8,15,20,-5,18,2018,31,141
9,731,15,4,5,6,14,14,0,17,2018,31,141
10,732,16,4,4,8,18,23,-5,16,2018,31,141
11,534,16,3,7,6,12,23,-11,16,2018,31,141
12,798,15,3,6,6,13,18,-5,15,2018,31,141
13,860,15,2,7,6,16,19,-3,13,2018,31,141
14,729,15,4,1,10,8,17,-9,13,2018,31,141
15,797,15,2,6,7,15,25,-10,12,2018,31,141
16,711,16,3,3,10,13,24,-11,12,2018,31,141
17,717,16,1,9,6,13,24,-11,12,2018,31,141
18,861,15,3,2,10,13,25,-12,11,2018,31,141
19,716,15,1,7,7,8,17,-9,10,2018,31,141
20,719,15,1,7,7,9,20,-11,10,2018,31,141
21,713,16,1,4,11,12,32,-20,7,2018,31,141
22,714,16,1,3,12,4,26,-22,6,2018,31,141
1,715,16,7,5,4,19,12,7,26,2018,32,141
2,722,16,7,4,5,19,14,5,25,2018,32,141
3,535,16,6,6,4,15,13,2,24,2018,32,141
4,544,16,5,8,3,15,14,1,23,2018,32,141
5,724,16,6,3,7,17,17,0,21,2018,32,141
6,727,16,5,4,7,18,23,-5,19,2018,32,141
7,731,16,4,6,6,15,15,0,18,2018,32,141
8,723,16,4,6,6,14,17,-3,18,2018,32,141
9,718,16,5,3,8,15,20,-5,18,2018,32,141
10,732,16,4,4,8,18,23,-5,16,2018,32,141
11,534,16,3,7,6,12,23,-11,16,2018,32,141
12,798,16,3,6,7,15,21,-6,15,2018,32,141
13,797,16,3,6,7,16,25,-9,15,2018,32,141
14,860,16,2,7,7,16,20,-4,13,2018,32,141
15,729,15,4,1,10,8,17,-9,13,2018,32,141
16,711,16,3,3,10,13,24,-11,12,2018,32,141
17,717,16,1,9,6,13,24,-11,12,2018,32,141
18,861,16,3,3,10,15,27,-12,12,2018,32,141
19,716,16,1,8,7,8,17,-9,11,2018,32,141
20,719,16,1,8,7,11,22,-11,11,2018,32,141
21,713,16,1,4,11,12,32,-20,7,2018,32,141
22,714,17,1,3,13,4,29,-25,6,2018,32,141
1,722,17,8,4,5,20,14,6,28,2018,33,141
2,715,16,7,5,4,19,12,7,26,2018,33,141
3,535,17,6,6,5,15,14,1,24,2018,33,141
4,544,16,5,8,3,15,14,1,23,2018,33,141
5,731,17,5,6,6,16,15,1,21,2018,33,141
6,724,16,6,3,7,17,17,0,21,2018,33,141
7,727,17,5,5,7,20,25,-5,20,2018,33,141
8,723,17,4,6,7,14,18,-4,18,2018,33,141
9,718,16,5,3,8,15,20,-5,18,2018,33,141
10,732,17,4,5,8,21,26,-5,17,2018,33,141
11,534,17,3,8,6,13,24,-11,17,2018,33,141
12,798,16,3,6,7,15,21,-6,15,2018,33,141
13,797,16,3,6,7,16,25,-9,15,2018,33,141
14,861,17,4,3,10,17,27,-10,15,2018,33,141
15,860,16,2,7,7,16,20,-4,13,2018,33,141
16,729,16,4,1,11,8,18,-10,13,2018,33,141
17,711,16,3,3,10,13,24,-11,12,2018,33,141
18,717,17,1,9,7,13,26,-13,12,2018,33,141
19,716,16,1,8,7,8,17,-9,11,2018,33,141
20,719,16,1,8,7,11,22,-11,11,2018,33,141
21,713,17,1,4,12,12,33,-21,7,2018,33,141
22,714,17,1,3,13,4,29,-25,6,2018,33,141
1,722,17,8,4,5,20,14,6,28,2018,34,141
2,715,17,7,5,5,19,13,6,26,2018,34,141
3,724,17,7,3,7,20,17,3,24,2018,34,141
4,535,17,6,6,5,15,14,1,24,2018,34,141
5,544,17,5,8,4,16,16,0,23,2018,34,141
6,731,17,5,6,6,16,15,1,21,2018,34,141
7,718,17,6,3,8,16,20,-4,21,2018,34,141
8,727,17,5,5,7,20,25,-5,20,2018,34,141
9,723,17,4,6,7,14,18,-4,18,2018,34,141
10,732,17,4,5,8,21,26,-5,17,2018,34,141
11,534,17,3,8,6,13,24,-11,17,2018,34,141
12,860,17,3,7,7,18,21,-3,16,2018,34,141
13,798,17,3,7,7,16,22,-6,16,2018,34,141
14,797,17,3,7,7,17,26,-9,16,2018,34,141
15,711,17,4,3,10,15,24,-9,15,2018,34,141
16,861,17,4,3,10,17,27,-10,15,2018,34,141
17,716,17,2,8,7,12,17,-5,14,2018,34,141
18,719,17,2,8,7,14,23,-9,14,2018,34,141
19,729,16,4,1,11,8,18,-10,13,2018,34,141
20,717,17,1,9,7,13,26,-13,12,2018,34,141
21,713,17,1,4,12,12,33,-21,7,2018,34,141
22,714,18,1,3,14,4,32,-28,6,2018,34,141
1,715,18,8,5,5,21,14,7,29,2018,35,141
2,722,17,8,4,5,20,14,6,28,2018,35,141
3,535,18,7,6,5,19,15,4,27,2018,35,141
4,724,17,7,3,7,20,17,3,24,2018,35,141
5,544,17,5,8,4,16,16,0,23,2018,35,141
6,727,18,6,5,7,22,26,-4,23,2018,35,141
7,731,18,5,7,6,16,15,1,22,2018,35,141
8,723,18,5,6,7,17,19,-2,21,2018,35,141
9,718,17,6,3,8,16,20,-4,21,2018,35,141
10,860,18,4,7,7,20,22,-2,19,2018,35,141
11,732,17,4,5,8,21,26,-5,17,2018,35,141
12,534,18,3,8,7,15,28,-13,17,2018,35,141
13,798,17,3,7,7,16,22,-6,16,2018,35,141
14,797,17,3,7,7,17,26,-9,16,2018,35,141
15,711,17,4,3,10,15,24,-9,15,2018,35,141
16,861,18,4,3,11,17,29,-12,15,2018,35,141
17,716,17,2,8,7,12,17,-5,14,2018,35,141
18,719,17,2,8,7,14,23,-9,14,2018,35,141
19,729,17,4,1,12,8,19,-11,13,2018,35,141
20,717,18,1,9,8,14,28,-14,12,2018,35,141
21,713,18,1,5,12,15,36,-21,8,2018,35,141
22,714,18,1,3,14,4,32,-28,6,2018,35,141
1,715,18,8,5,5,21,14,7,29,2018,36,141
2,722,18,8,4,6,20,16,4,28,2018,36,141
3,535,18,7,6,5,19,15,4,27,2018,36,141
4,544,18,6,8,4,18,17,1,26,2018,36,141
5,724,18,7,4,7,21,18,3,25,2018,36,141
6,718,18,7,3,8,17,20,-3,24,2018,36,141
7,727,18,6,5,7,22,26,-4,23,2018,36,141
8,731,18,5,7,6,16,15,1,22,2018,36,141
9,723,18,5,6,7,17,19,-2,21,2018,36,141
10,732,18,5,5,8,24,26,-2,20,2018,36,141
11,860,18,4,7,7,20,22,-2,19,2018,36,141
12,798,18,4,7,7,17,22,-5,19,2018,36,141
13,711,18,5,3,10,16,24,-8,18,2018,36,141
14,797,18,3,8,7,18,27,-9,17,2018,36,141
15,534,18,3,8,7,15,28,-13,17,2018,36,141
16,861,18,4,3,11,17,29,-12,15,2018,36,141
17,716,18,2,8,8,13,21,-8,14,2018,36,141
18,719,18,2,8,8,14,24,-10,14,2018,36,141
19,729,17,4,1,12,8,19,-11,13,2018,36,141
20,717,18,1,9,8,14,28,-14,12,2018,36,141
21,713,18,1,5,12,15,36,-21,8,2018,36,141
22,714,19,1,3,15,4,34,-30,6,2018,36,141
1,715,19,8,6,5,22,15,7,30,2018,37,141
2,544,19,7,8,4,19,17,2,29,2018,37,141
3,722,18,8,4,6,20,16,4,28,2018,37,141
4,535,19,7,7,5,20,16,4,28,2018,37,141
5,724,18,7,4,7,21,18,3,25,2018,37,141
6,718,18,7,3,8,17,20,-3,24,2018,37,141
7,727,19,6,6,7,22,26,-4,24,2018,37,141
8,731,19,5,7,7,17,17,0,22,2018,37,141
9,860,19,5,7,7,21,22,-1,22,2018,37,141
10,723,19,5,6,8,19,23,-4,21,2018,37,141
11,732,18,5,5,8,24,26,-2,20,2018,37,141
12,798,18,4,7,7,17,22,-5,19,2018,37,141
13,711,18,5,3,10,16,24,-8,18,2018,37,141
14,797,18,3,8,7,18,27,-9,17,2018,37,141
15,534,19,3,8,8,16,30,-14,17,2018,37,141
16,861,19,4,3,12,18,31,-13,15,2018,37,141
17,716,18,2,8,8,13,21,-8,14,2018,37,141
18,719,18,2,8,8,14,24,-10,14,2018,37,141
19,729,18,4,1,13,8,20,-12,13,2018,37,141
20,717,19,1,10,8,14,28,-14,13,2018,37,141
21,713,18,1,5,12,15,36,-21,8,2018,37,141
22,714,19,1,3,15,4,34,-30,6,2018,37,141
1,722,19,9,4,6,23,18,5,31,2018,38,141
2,715,19,8,6,5,22,15,7,30,2018,38,141
3,544,19,7,8,4,19,17,2,29,2018,38,141
4,535,19,7,7,5,20,16,4,28,2018,38,141
5,724,19,7,5,7,22,19,3,26,2018,38,141
6,727,19,6,6,7,22,26,-4,24,2018,38,141
7,718,19,7,3,9,17,23,-6,24,2018,38,141
8,732,19,6,5,8,27,26,1,23,2018,38,141
9,731,19,5,7,7,17,17,0,22,2018,38,141
10,860,19,5,7,7,21,22,-1,22,2018,38,141
11,723,19,5,6,8,19,23,-4,21,2018,38,141
12,798,19,4,7,8,18,24,-6,19,2018,38,141
13,711,19,5,3,11,16,26,-10,18,2018,38,141
14,797,19,3,8,8,21,32,-11,17,2018,38,141
15,534,19,3,8,8,16,30,-14,17,2018,38,141
16,716,19,2,9,8,13,21,-8,15,2018,38,141
17,861,19,4,3,12,18,31,-13,15,2018,38,141
18,719,19,2,8,9,15,26,-11,14,2018,38,141
19,729,19,4,1,14,8,21,-13,13,2018,38,141
20,717,19,1,10,8,14,28,-14,13,2018,38,141
21,713,19,1,5,13,15,37,-22,8,2018,38,141
22,714,19,1,3,15,4,34,-30,6,2018,38,141
1,715,20,9,6,5,23,15,8,33,2018,39,141
2,722,19,9,4,6,23,18,5,31,2018,39,141
3,535,20,8,7,5,21,16,5,31,2018,39,141
4,544,20,7,8,5,19,18,1,29,2018,39,141
5,724,19,7,5,7,22,19,3,26,2018,39,141
6,860,20,6,7,7,22,22,0,25,2018,39,141
7,727,20,6,7,7,22,26,-4,25,2018,39,141
8,718,19,7,3,9,17,23,-6,24,2018,39,141
9,732,19,6,5,8,27,26,1,23,2018,39,141
10,731,20,5,7,8,19,21,-2,22,2018,39,141
11,723,20,5,6,9,19,24,-5,21,2018,39,141
12,798,19,4,7,8,18,24,-6,19,2018,39,141
13,711,19,5,3,11,16,26,-10,18,2018,39,141
14,797,19,3,8,8,21,32,-11,17,2018,39,141
15,534,19,3,8,8,16,30,-14,17,2018,39,141
16,716,19,2,9,8,13,21,-8,15,2018,39,141
17,861,20,4,3,13,20,34,-14,15,2018,39,141
18,719,20,2,8,10,15,29,-14,14,2018,39,141
19,729,19,4,1,14,8,21,-13,13,2018,39,141
20,717,20,1,10,9,14,29,-15,13,2018,39,141
21,713,19,1,5,13,15,37,-22,8,2018,39,141
22,714,20,1,3,16,7,38,-31,6,2018,39,141
1,722,20,10,4,6,25,18,7,34,2018,40,141
2,715,20,9,6,5,23,15,8,33,2018,40,141
3,535,20,8,7,5,21,16,5,31,2018,40,141
4,544,20,7,8,5,19,18,1,29,2018,40,141
5,724,20,7,6,7,23,20,3,27,2018,40,141
6,860,20,6,7,7,22,22,0,25,2018,40,141
7,727,20,6,7,7,22,26,-4,25,2018,40,141
8,718,20,7,3,10,18,25,-7,24,2018,40,141
9,732,20,6,5,9,28,29,-1,23,2018,40,141
10,731,20,5,7,8,19,21,-2,22,2018,40,141
11,723,20,5,6,9,19,24,-5,21,2018,40,141
12,798,20,4,7,9,18,25,-7,19,2018,40,141
13,711,20,5,4,11,16,26,-10,19,2018,40,141
14,797,20,3,9,8,24,35,-11,18,2018,40,141
15,534,20,3,8,9,16,32,-16,17,2018,40,141
16,716,20,2,10,8,13,21,-8,16,2018,40,141
17,861,20,4,3,13,20,34,-14,15,2018,40,141
18,719,20,2,8,10,15,29,-14,14,2018,40,141
19,729,20,4,1,15,8,22,-14,13,2018,40,141
20,717,20,1,10,9,14,29,-15,13,2018,40,141
21,713,20,1,6,13,15,37,-22,9,2018,40,141
22,714,20,1,3,16,7,38,-31,6,2018,40,141
1,715,21,9,7,5,24,16,8,34,2018,41,141
2,722,20,10,4,6,25,18,7,34,2018,41,141
3,535,21,9,7,5,23,17,6,34,2018,41,141
4,544,21,7,9,5,19,18,1,30,2018,41,141
5,860,21,7,7,7,23,22,1,28,2018,41,141
6,727,21,7,7,7,25,28,-3,28,2018,41,141
7,724,20,7,6,7,23,20,3,27,2018,41,141
8,731,21,6,7,8,20,21,-1,25,2018,41,141
9,718,20,7,3,10,18,25,-7,24,2018,41,141
10,732,20,6,5,9,28,29,-1,23,2018,41,141
11,723,21,5,7,9,19,24,-5,22,2018,41,141
12,798,20,4,7,9,18,25,-7,19,2018,41,141
13,711,20,5,4,11,16,26,-10,19,2018,41,141
14,797,20,3,9,8,24,35,-11,18,2018,41,141
15,534,20,3,8,9,16,32,-16,17,2018,41,141
16,716,20,2,10,8,13,21,-8,16,2018,41,141
17,719,21,2,9,10,15,29,-14,15,2018,41,141
18,861,21,4,3,14,23,38,-15,15,2018,41,141
19,717,21,1,11,9,14,29,-15,14,2018,41,141
20,729,20,4,1,15,8,22,-14,13,2018,41,141
21,713,20,1,6,13,15,37,-22,9,2018,41,141
22,714,21,2,3,16,8,38,-30,9,2018,41,141
1,715,21,9,7,5,24,16,8,34,2018,42,141
2,535,21,9,7,5,23,17,6,34,2018,42,141
3,722,21,10,4,7,25,21,4,34,2018,42,141
4,544,21,7,9,5,19,18,1,30,2018,42,141
5,860,21,7,7,7,23,22,1,28,2018,42,141
6,727,21,7,7,7,25,28,-3,28,2018,42,141
7,724,21,7,6,8,23,21,2,27,2018,42,141
8,731,21,6,7,8,20,21,-1,25,2018,42,141
9,718,21,7,3,11,18,26,-8,24,2018,42,141
10,732,21,6,5,10,28,30,-2,23,2018,42,141
11,723,21,5,7,9,19,24,-5,22,2018,42,141
12,798,21,4,8,9,18,25,-7,20,2018,42,141
13,711,21,5,4,12,17,28,-11,19,2018,42,141
14,797,21,3,9,9,24,38,-14,18,2018,42,141
15,534,21,3,9,9,17,33,-16,18,2018,42,141
16,716,21,2,11,8,14,22,-8,17,2018,42,141
17,719,21,2,9,10,15,29,-14,15,2018,42,141
18,861,21,4,3,14,23,38,-15,15,2018,42,141
19,717,21,1,11,9,14,29,-15,14,2018,42,141
20,729,21,4,1,16,8,23,-15,13,2018,42,141
21,713,21,1,6,14,15,39,-24,9,2018,42,141
22,714,21,2,3,16,8,38,-30,9,2018,42,141
1,4906,1,1,0,0,2,0,2,3,2019,1,141
2,711,1,1,0,0,1,0,1,3,2019,1,141
3,726,1,1,0,0,1,0,1,3,2019,1,141
4,535,1,1,0,0,1,0,1,3,2019,1,141
5,860,1,0,1,0,0,0,0,1,2019,1,141
6,799,1,0,1,0,2,2,0,1,2019,1,141
7,731,1,0,1,0,1,1,0,1,2019,1,141
8,718,1,0,0,1,2,3,-1,0,2019,1,141
9,4907,1,0,0,1,1,3,-2,0,2019,1,141
10,719,1,0,0,1,0,2,-2,0,2019,1,141
11,722,1,0,0,1,0,3,-3,0,2019,1,141
1,4906,2,2,0,0,4,1,3,6,2019,2,141
2,711,1,1,0,0,1,0,1,3,2019,2,141
3,724,1,1,0,0,2,1,1,3,2019,2,141
4,797,1,1,0,0,2,1,1,3,2019,2,141
5,726,1,1,0,0,1,0,1,3,2019,2,141
6,535,1,1,0,0,1,0,1,3,2019,2,141
7,723,1,0,1,0,1,1,0,1,2019,2,141
8,860,1,0,1,0,0,0,0,1,2019,2,141
9,534,1,0,1,0,1,1,0,1,2019,2,141
10,716,1,0,1,0,1,1,0,1,2019,2,141
11,799,1,0,1,0,2,2,0,1,2019,2,141
12,728,1,0,1,0,1,1,0,1,2019,2,141
13,731,1,0,1,0,1,1,0,1,2019,2,141
14,732,1,0,1,0,1,1,0,1,2019,2,141
15,547,1,0,0,1,0,1,-1,0,2019,2,141
16,717,1,0,0,1,2,3,-1,0,2019,2,141
17,718,1,0,0,1,2,3,-1,0,2019,2,141
18,544,1,0,0,1,1,3,-2,0,2019,2,141
19,4907,1,0,0,1,1,3,-2,0,2019,2,141
20,719,1,0,0,1,0,2,-2,0,2019,2,141
21,722,1,0,0,1,0,3,-3,0,2019,2,141
1,711,2,2,0,0,5,2,3,6,2019,3,141
2,4906,2,2,0,0,4,1,3,6,2019,3,141
3,724,1,1,0,0,2,1,1,3,2019,3,141
4,797,2,1,0,1,2,2,0,3,2019,3,141
5,726,2,1,0,1,1,1,0,3,2019,3,141
6,535,2,1,0,1,1,1,0,3,2019,3,141
7,723,1,0,1,0,1,1,0,1,2019,3,141
8,534,1,0,1,0,1,1,0,1,2019,3,141
9,716,1,0,1,0,1,1,0,1,2019,3,141
10,4665,1,0,1,0,2,2,0,1,2019,3,141
11,728,1,0,1,0,1,1,0,1,2019,3,141
12,731,1,0,1,0,1,1,0,1,2019,3,141
13,732,1,0,1,0,1,1,0,1,2019,3,141
14,860,2,0,1,1,1,2,-1,1,2019,3,141
15,799,2,0,1,1,2,4,-2,1,2019,3,141
16,547,1,0,0,1,0,1,-1,0,2019,3,141
17,717,1,0,0,1,2,3,-1,0,2019,3,141
18,718,2,0,0,2,3,5,-2,0,2019,3,141
19,4907,1,0,0,1,1,3,-2,0,2019,3,141
20,544,2,0,0,2,2,6,-4,0,2019,3,141
21,722,2,0,0,2,0,5,-5,0,2019,3,141
22,719,2,0,0,2,0,6,-6,0,2019,3,141
1,711,2,2,0,0,5,2,3,6,2019,4,141
2,4906,2,2,0,0,4,1,3,6,2019,4,141
3,724,2,2,0,0,4,2,2,6,2019,4,141
4,732,2,1,1,0,4,1,3,4,2019,4,141
5,723,2,1,1,0,2,1,1,4,2019,4,141
6,797,2,1,0,1,2,2,0,3,2019,4,141
7,726,2,1,0,1,1,1,0,3,2019,4,141
8,535,2,1,0,1,1,1,0,3,2019,4,141
9,722,3,1,0,2,1,5,-4,3,2019,4,141
10,534,2,0,2,0,1,1,0,2,2019,4,141
11,716,2,0,2,0,2,2,0,2,2019,4,141
12,4665,1,0,1,0,2,2,0,1,2019,4,141
13,860,2,0,1,1,1,2,-1,1,2019,4,141
14,717,2,0,1,1,2,3,-1,1,2019,4,141
15,731,2,0,1,1,1,2,-1,1,2019,4,141
16,799,2,0,1,1,2,4,-2,1,2019,4,141
17,4907,2,0,1,1,2,4,-2,1,2019,4,141
18,728,2,0,1,1,2,4,-2,1,2019,4,141
19,547,1,0,0,1,0,1,-1,0,2019,4,141
20,718,3,0,0,3,4,7,-3,0,2019,4,141
21,544,2,0,0,2,2,6,-4,0,2019,4,141
22,719,2,0,0,2,0,6,-6,0,2019,4,141
1,723,3,2,1,0,5,1,4,7,2019,5,141
2,711,3,2,1,0,6,3,3,7,2019,5,141
3,724,2,2,0,0,4,2,2,6,2019,5,141
4,797,3,2,0,1,4,2,2,6,2019,5,141
5,4906,3,2,0,1,4,3,1,6,2019,5,141
6,732,2,1,1,0,4,1,3,4,2019,5,141
7,535,3,1,1,1,2,2,0,4,2019,5,141
8,726,3,1,0,2,1,2,-1,3,2019,5,141
9,719,3,1,0,2,4,6,-2,3,2019,5,141
10,722,3,1,0,2,1,5,-4,3,2019,5,141
11,534,2,0,2,0,1,1,0,2,2019,5,141
12,716,2,0,2,0,2,2,0,2,2019,5,141
13,717,2,0,1,1,2,3,-1,1,2019,5,141
14,731,2,0,1,1,1,2,-1,1,2019,5,141
15,799,2,0,1,1,2,4,-2,1,2019,5,141
16,4907,2,0,1,1,2,4,-2,1,2019,5,141
17,4665,2,0,1,1,2,4,-2,1,2019,5,141
18,728,2,0,1,1,2,4,-2,1,2019,5,141
19,860,3,0,1,2,2,5,-3,1,2019,5,141
20,544,3,0,1,2,3,7,-4,1,2019,5,141
21,547,2,0,0,2,0,3,-3,0,2019,5,141
22,718,3,0,0,3,4,7,-3,0,2019,5,141
1,723,3,2,1,0,5,1,4,7,2019,6,141
2,711,3,2,1,0,6,3,3,7,2019,6,141
3,797,3,2,0,1,4,2,2,6,2019,6,141
4,4906,3,2,0,1,4,3,1,6,2019,6,141
5,724,3,2,0,1,4,5,-1,6,2019,6,141
6,722,4,2,0,2,2,5,-3,6,2019,6,141
7,732,3,1,1,1,5,3,2,4,2019,6,141
8,535,3,1,1,1,2,2,0,4,2019,6,141
9,719,4,1,1,2,5,7,-2,4,2019,6,141
10,726,3,1,0,2,1,2,-1,3,2019,6,141
11,534,2,0,2,0,1,1,0,2,2019,6,141
12,716,2,0,2,0,2,2,0,2,2019,6,141
13,717,3,0,2,1,5,6,-1,2,2019,6,141
14,4907,3,0,2,1,4,6,-2,2,2019,6,141
15,728,3,0,2,1,3,5,-2,2,2019,6,141
16,860,4,0,2,2,3,6,-3,2,2019,6,141
17,4665,2,0,1,1,2,4,-2,1,2019,6,141
18,731,3,0,1,2,1,3,-2,1,2019,6,141
19,544,3,0,1,2,3,7,-4,1,2019,6,141
20,799,3,0,1,2,2,8,-6,1,2019,6,141
21,718,3,0,0,3,4,7,-3,0,2019,6,141
22,547,3,0,0,3,1,6,-5,0,2019,6,141
1,4906,4,3,0,1,5,3,2,9,2019,7,141
2,723,4,2,2,0,6,2,4,8,2019,7,141
3,711,4,2,2,0,8,5,3,8,2019,7,141
4,797,4,2,1,1,5,3,2,7,2019,7,141
5,726,4,2,0,2,2,2,0,6,2019,7,141
6,724,3,2,0,1,4,5,-1,6,2019,7,141
7,722,4,2,0,2,2,5,-3,6,2019,7,141
8,732,3,1,1,1,5,3,2,4,2019,7,141
9,535,4,1,1,2,2,3,-1,4,2019,7,141
10,719,4,1,1,2,5,7,-2,4,2019,7,141
11,716,3,0,3,0,2,2,0,3,2019,7,141
12,534,3,0,2,1,1,2,-1,2,2019,7,141
13,717,3,0,2,1,5,6,-1,2,2019,7,141
14,4907,3,0,2,1,4,6,-2,2,2019,7,141
15,4665,3,0,2,1,3,5,-2,2,2019,7,141
16,728,3,0,2,1,3,5,-2,2,2019,7,141
17,860,4,0,2,2,3,6,-3,2,2019,7,141
18,544,4,0,2,2,3,7,-4,2,2019,7,141
19,731,3,0,1,2,1,3,-2,1,2019,7,141
20,799,3,0,1,2,2,8,-6,1,2019,7,141
21,718,4,0,0,4,5,9,-4,0,2019,7,141
22,547,3,0,0,3,1,6,-5,0,2019,7,141
1,4906,4,3,0,1,5,3,2,9,2019,8,141
2,724,4,3,0,1,6,6,0,9,2019,8,141
3,723,4,2,2,0,6,2,4,8,2019,8,141
4,711,4,2,2,0,8,5,3,8,2019,8,141
5,797,4,2,1,1,5,3,2,7,2019,8,141
6,719,5,2,1,2,9,8,1,7,2019,8,141
7,726,4,2,0,2,2,2,0,6,2019,8,141
8,722,5,2,0,3,4,8,-4,6,2019,8,141
9,732,4,1,2,1,7,5,2,5,2019,8,141
10,860,5,1,2,2,5,6,-1,5,2019,8,141
11,535,4,1,1,2,2,3,-1,4,2019,8,141
12,716,3,0,3,0,2,2,0,3,2019,8,141
13,717,4,0,3,1,5,6,-1,3,2019,8,141
14,728,4,0,3,1,5,7,-2,3,2019,8,141
15,534,3,0,2,1,1,2,-1,2,2019,8,141
16,4665,3,0,2,1,3,5,-2,2,2019,8,141
17,731,4,0,2,2,1,3,-2,2,2019,8,141
18,4907,4,0,2,2,4,7,-3,2,2019,8,141
19,544,4,0,2,2,3,7,-4,2,2019,8,141
20,799,4,0,2,2,3,9,-6,2,2019,8,141
21,718,4,0,0,4,5,9,-4,0,2019,8,141
22,547,4,0,0,4,1,7,-6,0,2019,8,141
1,711,5,2,3,0,9,6,3,9,2019,9,141
2,4906,5,3,0,2,5,4,1,9,2019,9,141
3,724,4,3,0,1,6,6,0,9,2019,9,141
4,723,5,2,2,1,8,6,2,8,2019,9,141
5,719,5,2,1,2,9,8,1,7,2019,9,141
6,797,5,2,1,2,5,5,0,7,2019,9,141
7,726,5,2,0,3,2,3,-1,6,2019,9,141
8,722,5,2,0,3,4,8,-4,6,2019,9,141
9,732,4,1,2,1,7,5,2,5,2019,9,141
10,534,4,1,2,1,3,2,1,5,2019,9,141
11,860,5,1,2,2,5,6,-1,5,2019,9,141
12,535,5,1,2,2,4,5,-1,5,2019,9,141
13,716,4,0,4,0,3,3,0,4,2019,9,141
14,717,4,0,3,1,5,6,-1,3,2019,9,141
